夹,ngeh
饯,tsian
豺,tsha
状,tsng
鞋,e
淫,im
哩,li
惰,to
数,soo
伙,he
栊,long
三,sam
怎,tsuann
茅,hm
龟,ku
鮕,koo
最,tsue
陶,to
馝,pih
绑,pang
莱,lai
块,te
咙,na
扑,thun
阴,iam
甩,sam
陵,nia
琵,pi
矢,si
菖,tshiong
鲫,tsit
卲,siau
鲢,lian
铭,bing
刮,pe
湾,uan
阉,iam
痡,poo
涎,nua
地,te
替,uann
馏,liu
冬,ni
笠,lueh
荽,sui
弱,jiok
舖,tshu
揳,sueh
淫,tam
脐,tsai
蝇,sin
裂,liah
眉,bi
讨,koo
制,tse
机,ki
徒,too
毫,li
俭,khiam
粞,tshue
饮,lim
映,hiang
忽,hut
灌,kuan
喌,tsiuh
夕,siah
荀,sun
蒋,tsiunn
摀,oo
惜,kam
沦,lun
慕,boo
掇,tuah
贤,gau
匿,lik
眷,kuan
暨,kap
从,tsiong
芎,kiong
姪,tsit
析,sik
鱼,gu
搏,bok
幡,huan
学,hak
尘,tin
捧,phoo
舂,thui
草,tsho
墘,kinn
越,ju
裙,kun
验,giam
勤,khin
疏,lang
坠,tui
拨,puah
助,tsoo
很,tsiann
倾,phin
晖,hui
瞳,tong
陛,pe
书,su
其,ki
弹,tan
禽,khim
蒸,tshe
猫,niau
环,khuan
社,sia
垃,la
妇,hu
戴,kua
爸,hu
萍,phing
咩,meh
掌,tsiang
缸,kng
造,tso
眨,liap
舐,tsuinn
仔,a
梳,se
剑,kiam
赣,kam
秋,tshiu
滨,pin
折,tsih
寮,liau
酷,kho
盛,te
耽,tann
管,kuan
嚷,jiong
票,kuan
截,tsueh
朾,tiann
弹,tuann
衔,ham
吮,tsuinn
皇,hong
粿,kue
浮,phu
购,kang
浇,lam
蛾,ngoo
酋,siu
阿,a
辈,un
络,lok
除,tu
梢,siau
重,tiong
羽,u
触,tshiok
齐,tsiau
埔,poo
张,tiunn
张,tng
鹦,ing
叶,iap
腋,ik
宫,kiong
掣,tshuah
辣,hiam
洞,khang
榨,tsinn
剔,thik
睁,tinn
轿,lian
遐,hia
仟,tshing
含,kann
栗,lak
獀,sau
叮,ting
锣,lo
硼,phing
砌,gih
铸,tsu
吴,ngoo
茹,lu
赆,tsin
肿,tsing
茂,om
雉,thi
蠘,tshih
菩,phoo
卜,pok
粅,but
凄,tshe
读,thok
覆,phak
消,siau
模,boo
退,thue
沧,tshong
蛋,tan
夯,hang
娘,niu
媒,mue
鳄,khok
刃,me
骕,siuh
仑,nng
裴,pue
槌,thui
来,lai
鸬,loo
警,king
儒,ju
榕,tsing
系,he
八,pat
省,sing
肺,hui
搬,puann
小,siau
小,sio
龄,ling
沬,phueh
诘,khiat
喃,nauh
送,sang
甄,tsin
椎,thui
胡,hoo
仟,tshian
掏,jim
艰,kan
拙,tsuat
俞,lu
挖,liu
开,khai
借,tsioh
冻,tong
胳,koh
泱,iong
俞,ju
盏,pha
佯,tinn
四,si
四,su
复,hok
硫,liu
契,khue
公,kong
飞,hui
钱,tsinn
腌,a
陀,too
筛,thai
加,thinn
呷,hap
馋,tshim
缎,tuan
溶,iong
止,tsi
江,sui
竞,king
松,lak
菊,kiok
浒,hoo
杨,iong
眉,bai
毕,uan
腻,li
纹,sun
蚕,tsham
斥,hat
疵,tshu
置,ti
熥,thang
脐,tse
扒,pe
假,ka
济,tse
袁,uan
弓,kiong
趋,tshu
宏,hong
搞,pinn
界,ke
把,pe
狄,tik
骂,me
察,tshat
逆,tshiunn
纽,liu
附,hu
巧,khiau
锐,jue
擤,tshing
学,oh
舨,pan
昭,tsiau
誊,thing
束,pe
痔,ti
鲜,tshenn
莺,ing
否,phai
磋,tsho
嘀,tih
绵,mi
薪,sin
具,khu
詹,tsiam
列,liat
炫,hian
呜,oo
裂,pit
鸯,iong
施,sua
砸,kiat
揹,iang
猎,lah
蜞,khi
前,tsian
掐,neh
尉,ui
忤,ngoo
鲤,tai
丰,phong
跺,tsam
喝,huah
谓,ui
站,khia
泥,ni
铊,to
渎,tauh
簷,tsinn
混,hun
茅,mau
浊,lo
宗,tsong
控,khong
泶,haunnh
莓,mui
饷,hiong
鼎,ting
拭,tshit
飏,iann
棒,tsan
习,sip
旧,kiu
疤,pa
爬,peh
擎,king
裕,ju
韭,ku
诤,tsing
尺,tshioh
梯,thui
蜢,meh
私,si
闹,nau
喳,tsha
漠,mo͘h
膝,sit
沾,ko
恶,ok
牲,sinn
新,sin
师,su
书,tsu
藩,phuan
磷,lin
惧,ku
业,hing
幸,hing
缪,biu
楚,tsho
团,thuan
算,sng
觱,pi
纳,lap
找,tsau
波,pho
碟,tiap
馨,hing
胱,kong
隐,un
甲,kap
荡,tong
搓,buah
顺,sun
缴,kiau
钞,tshau
匀,un
拼,phing
仓,tshng
雪,seh
柬,kan
鰇,liu
芹,khun
亚,a
杨,iunn
式,pan
抱,pho
盯,tenn
乃,nai
赠,tsing
园,hng
啃,ge
融,hiong
健,kian
面,bian
记,ki
嗦,so
瓤,liong
摧,tsui
合,kap
拔,ban
描,jiam
磺,hong
蹼,tsiunn
驻,tsu
坏,phainn
雨,hoo
䌷,thiu
变,pinn
担,tam
枉,ong
随,sui
蘸,ko
潇,siau
线,sun
兆,tiau
无,bo
搥,tui
附,tiau
瘟,un
凿,tshuann
奶,ling
晾,ne
雯,bun
靪,tinn
摇,iau
铐,khau
尚,siunn
诤,tsinn
摘,ban
蒿,o
睛,tshing
用,ing
茄,kio
庚,kinn
误,ngoo
苞,pau
拢,long
拢,lang
略,liok
燕,ian
首,siu
砍,tsho
治,ti
泮,puan
鸪,koo
羌,kiunn
预,u
者,tsia
蛏,than
壹,it
耘,un
皱,liau
计,ke
挺,thann
暖,luan
浓,kau
吝,lin
乘,sing
船,tsun
块,khu
争,tsinn
舌,tsih
蛾,go
乡,hiunn
半,puann
几,kui
触,tak
碟,tih
辖,hat
凶,hiong
盘,puan
鉴,kam
脑,nau
仃,ting
飙,phiau
匙,si
舒,su
灶,tso
棒,phiat
脓,lang
委,ui
鳝,sian
剥,tshiunn
持,huann
趣,tshu
辟,phik
岫,siu
接,tsiap
合,kah
握,gim
蠕,ju
碌,lok
射,tuann
徙,sua
拈,ni
樱,ing
豸,thua
惝,tshing
搡,song
痢,li
菠,pue
懵,bong
敏,bin
瞿,ku
额,gik
姆,ḿ
诋,ti
兵,ping
曾,pat
关,kuainn
碡,tak
漉,lok
碟,phiat
拒,ki
名,bing
个,ko
爪,niau
硓,loo
罟,koo
沈,sim
抱,mooh
雀,tshik
呱,kua
蕉,tsio
推,thui
推,the
糜,mue
谲,khiat
钏,tshuan
诞,tan
衔,kann
羹,kinn
矩,ki
摘,liam
整,kui
研,gian
脸,liam
情,tsing
撬,kiau
扫,so
陇,long
球,kiu
谎,hong
泄,lak
贴,thiap
笛,tik
茫,bang
棱,ling
竖,su
岭,ling
村,tshun
捕,liah
壶,oo
舂,bok
形,hing
葛,kat
搪,thng
烹,phing
传,thuan
棉,mi
埃,ia
唐,tong
发,su
试,tshi
川,tshuan
软,nng
骸,hai
痕,jiah
𫔴,ling
跛,pai
夜,ia
丼,tom
埒,luah
惮,tuann
毽,kian
垫,ke
州,tsiu
取,kheh
每,jiok
脆,tshui
撞,long
昔,sik
觅,ba
辑,tsip
膘,pio
蹲,tsun
禹,u
𫊻,tsim
蓼,lau
领,ling
榛,tsin
鳕,suat
腾,thing
巨,ku
歇,hioh
素,soo
遇,gu
翠,tshui
通,thang
内,lai
盐,iam
娱,gu
飕,sau
织,tsit
塾,siok
唤,huan
属,tsiok
蕊,lui
尚,siong
垂,le
滤,li
匆,tshong
冗,ling
玻,po
儒,lu
丙,piann
浡,phu
也,ia
煨,ue
甚,sim
玛,be
亨,hing
舵,tua
剔,thuh
凝,gin
嗝,eh
剃,thi
棰,tshue
燥,so
勒,sng
势,se
琼,khing
央,iang
损,sng
彻,thiat
迭,tueh
囊,lok
艳,iam
拉,e
啪,phiak
旨,tsi
艚,tso
箭,tsinn
物,mih
咏,ing
倨,ku
箠,sui
摊,tian
康,khng
迸,piang
擘,peh
午,tau
蒂,ti
剧,kiak
秃,thut
闩,kong
虐,jiok
跄,tshiang
胆,tam
窥,khui
献,hian
诟,kau
南,lam
粕,phoh
展,thian
趟,too
剿,tsiau
咳,khehnn
柚,iu
癜,tio
丹,tan
丢,hiat
腻,sian
臼,lun
刀,to
岩,gam
,khueh
样,iong
庇,pi
诈,tsa
没,bue
谊,gi
递,te
蒲,phoo
瞪,tshinn
鈂,tim
肢,ki
毕,ho
擎,khing
踢,that
掺,phua
搧,sian
减,kiam
摘,tiah
喷,phun
阖,hap
碧,phik
颓,tue
窟,khut
质,tsit
赢,ing
擎,kin
绾,kuann
迦,khia
辅,hu
槊,sok
珍,tinn
坐,tse
狂,kong
吠,hui
痲,phiah
锅,tiann
的,e
踹,tsam
摃,kong
熟,sik
趺,u
内,lue
冶,ia
茂,boo
冻,gan
浴,iok
侯,hau
绝,tsuat
杏,hing
氨,an
贺,ho
痒,ngiau
掺,lam
笙,sing
诸,tsu
飞,pue
哭,khau
啃,tshng
葩,liam
啯,gok
蹑,liam
俸,hong
檐,tsinn
辈,ian
百,pah
捉,liah
刷,suat
憨,kham
谋,boo
哨,siau
热,juah
热,luah
换,uann
侍,su
斧,poo
镖,pio
衫,sann
钵,puah
仓,tshong
乱,luan
档,tong
慰,ui
簜,poh
迟,ti
峻,tsun
乐,ngau
崩,phing
五,ngoo
窑,io
蚋,jue
票,phio
倭,e
撒,tsham
鼻,phinn
吗,ma
忿,hun
放,pang
桀,keh
划,iah
阳,iong
众,tsiong
咾,lo
婿,sai
烧,jiat
溶,iunn
烟,ian
洲,tsiu
宜,gi
呿,khuh
辜,koo
偶,ngau
拽,pai
汏,thua
元,guan
拈,liam
指,tsainn
燃,hiann
烤,pu
尻,kha
挡,tong
铙,lau
扁,bau
缺,khih
𪡏,lian
妹,mue
必,pit
魁,khue
贵,kui
褥,jiok
弓,king
𫚜,kui
弯,tsuan
嚼,mauh
舒,soo
凿,tshak
盒,khok
拭,hu
您,an
向,hiong
捔,kak
莲,lian
蟾,siam
痈,ing
嚓,tshiak
欉,tsang
枸,koo
赏,siunn
唉,eh
讥,ki
运,in
揍,thui
款,khuan
渊,ian
迅,sin
糕,ko
囡,gin
唏,hi
颁,pan
黄,huinn
兰,lan
浙,tsiat
达,tat
鑢,lue
差,tshe
誓,se
妈,ma
级,kip
哽,tu
抨,piann
贫,pin
劈,phik
斟,tsim
钥,iok
粑,pa
脊,tsik
击,kong
师,sai
鹤,hoh
框,khing
指,tsi
叨,tho
驶,sai
轮,lun
浮,hu
碗,puah
仝,kang
售,siu
兜,tau
嗨,hai
鸶,si
戴,ti
讣,hu
梏,khau
牺,hi
骗,sut
谚,gan
诡,kui
阔,khuah
凤,hong
牢,lo
瞇,tshuh
跑,phau
蜈,gia
蛉,ni
嘟,tu
掳,loo
曲,khik
嗒,tah
扣,khau
瑙,lo
衔,kam
鲶,liam
测,tshik
橐,lak
欲,beh
糟,tsau
媒,bue
硬,nge
特,tik
串,kuann
秩,tiat
募,boo
枯,koo
卯,bau
爿,ping
绪,su
撮,tshok
肚,too
存,tsun
棘,ji
扛,gia
门,mng
撕,thiah
淮,huai
厌,ia
焖,bun
值,tat
蹽,liau
浆,tsiong
伯,pik
磟,lak
藏,tshang
日,jit
拧,tsun
熄,hua
序,si
溢,ik
桠,ki
鳍,ki
卧,the
熄,sit
勺,siah
等,tan
等,ting
灭,biat
邑,ip
攕,tshiam
箠,tshue
龚,kiong
剃,khun
诫,kai
色,tshio
肤,phoo
再,koh
努,loo
段,tuann
梳,sue
叉,tshiam
桥,kio
儡,le
𣮈,khut
券,kng
诮,siau
滇,tinn
盟,bing
赖,lua
昂,gong
啊,ah
廉,liam
依,i
脑,lo
聘,phing
占,tin
会,e
会,hue
图,too
冉,liam
搞,bu
贝,pue
倡,tshiong
打,phah
去,khi
僆,nua
断,tng
谨,kin
分,hun
扁,pian
布,poo
嘴,tshui
奈,nai
侮,bu
疥,ke
疑,gi
租,sue
趾,tsi
鲁,loo
观,kuan
围,ha
足,tsiok
划,leh
慑,liap
拂,hue
购,koo
螀,tsiunn
贪,tham
俱,khu
卓,tok
祯,tsing
很,tsin
淤,ging
炀,iang
箸,tu
飏,tshiunn
户,hoo
魄,phik
尾,be
媌,ba
估,koo
箠,tshe
组,hu
胛,kah
岩,giam
棺,kuan
呛,hiam
清,tshing
埋,tai
勃,put
怕,pha
说,kong
膨,phok
袋,te
愕,gok
涎,sian
团,thng
寝,tshim
沓,tauh
鼎,tiann
结,kiat
荍,sio
压,ah
揭,khang
纪,ki
榔,long
帙,tiat
屿,su
衙,ge
症,tsing
苹,phong
滓,tai
穿,tshing
草,tshau
瘤,liu
蓖,pi
蘑,moo
窄,khuah
盔,khue
梦,bang
筐,khing
被,phue
炰,pu
饭,png
荇,hing
搦,lak
䘥,kah
嗽,sau
奋,hun
笱,ko
悠,iu
匏,pu
堡,po
酷,khok
彪,piu
沟,tsun
期,ki
娉,phing
挤,sit
麸,hu
彬,pin
睭,tsiu
凝,ging
屡,lu
酯,tsi
纣,tiu
讷,nah
幼,se
搞,pian
挺,thing
掣,tshiat
怀,huai
幢,thong
素,tshai
篙,ko
英,ing
鱼,hu
摆,pai
汽,khi
吁,iok
榴,liu
悍,tshiah
挦,siam
魠,thoh
苎,thu
膨,phong
邮,iu
绑,pak
气,khi
袈,ka
煞,suah
鸩,thim
殷,in
越,hann
才,tsiah
醇,sun
肏,phih
圾,sap
萎,ui
逸,iat
液,ik
琉,liu
马,ma
予,hoo
瘤,lui
由,iu
魔,moo
万,ban
然,jian
卯,mau
或,iah
瘫,lik
叔,tsik
胶,ka
锡,sik
爬,soh
注,kang
絮,su
锄,ti
迎,ngia
疡,siunn
凛,lim
薯,tsi
喻,ju
痰,tham
抱,lam
爵,tsik
懂,ti
帽,bo
做,tsue
郑,tenn
薄,poh
搭,jiah
之,tsi
选,king
最,tsui
婚,hun
沉,tim
垄,long
牍,tok
辽,liau
筠,un
亡,bong
挚,tsi
僧,sing
惑,hik
芥,kai
撕,li
院,loh
栅,tshik
枋,pang
蕨,kueh
孔,khong
纱,sa
唾,phui
疮,tshng
升,tsin
钵,puat
嘈,tso
表,piau
表,pio
溉,kai
坑,khenn
顿,tng
姚,io
豚,thun
咬,ka
梗,kenn
倣,hong
渗,siam
瞭,liau
衰,sue
琢,tok
罕,huann
鲳,tshiunn
日,kang
坊,hong
骁,hiau
杨,tshiunn
吉,ji
帮,png
持,phoo
虞,gu
捏,neh
吴,goo
啮,khe
稽,khue
农,long
耩,kang
染,ni
介,kai
黏,liam
恁,lin
寂,tsik
凸,phong
啍,hng
查,tsha
衷,thiong
陪,pue
奶,lin
码,be
盒,ap
勇,iong
供,kiong
嗫,liap
戮,liok
陵,ling
绷,pinn
役,iah
砌,khong
翳,i
烧,tioh
视,khuann
腮,tshi
坪,phiann
经,king
鹟,ong
泼,phuah
差,tsuah
兑,tue
雳,lah
翼,sit
楝,lian
瓢,phio
朔,sok
汗,kuann
曼,ban
霉,bi
侯,hoo
蚊,bang
河,ho
饧,siann
殖,sik
柔,jiu
傅,hu
锯,ku
仆,phak
缴,uan
蓪,thong
卡,kha
蚁,gi
躯,khu
删,san
逗,tau
盅,tsing
螕,pi
扎,tsah
翼,ik
索,sik
飨,hiong
懂,tsai
蝶,tiap
匪,hui
遂,sui
蹬,tenn
旺,me
棑,pai
笃,tauh
么,io
半,puan
舐,tsng
楝,ling
炮,phau
郎,lang
醉,tsui
捻,liam
鞋,ue
哈,hah
兑,tui
性,sing
盲,mi
雺,bu
养,iong
雀,tshiok
帘,li
崭,tsam
痹,pi
隋,sui
姜,kiunn
皂,tso
呴,ku
橄,kam
瓶,kuan
因,in
维,ui
面,bin
开,khui
照,tsiau
照,tshio
叭,pah
含,kam
泛,ham
惕,ngiauh
值,tit
霸,pa
哄,lang
浇,ak
断,tuan
惶,hiann
钮,liu
婸,giang
山,suann
塞,sat
圈,khian
暝,me
恭,kiong
展,tian
仑,lun
避,phiah
填,thiam
沿,ian
婊,piau
桦,hua
嫡,tik
砂,se
摔,siak
没,bi
僭,tsiam
姑,koo
嘱,tsiok
搭,tah
蹰,tu
扳,pan
舜,sun
振,tsin
屎,sai
鑫,him
殕,phu
槟,pin
聆,ling
荡,hinn
统,thong
涚,se
渺,biau
鸮,hioh
戟,kik
弯,tng
篓,lang
疆,kiang
戈,ko
泰,thai
苟,koo
笳,ka
殊,su
尤,iu
史,su
踌,tiu
咬,lo
梗,king
价,ka
乖,kua
材,tsai
退,the
累,lui
雅,nge
蔚,ui
扎,tshak
流,lau
谶,tsham
股,koo
媚,bi
毫,ho
麸,phoo
艇,thing
肾,sian
诓,khong
涝,lau
擦,tshat
抵,tu
热,jiat
热,liat
灵,ling
忆,ik
茎,huainn
滂,phong
嘻,hi
掀,ping
遣,khian
从,tsing
山,san
滓,lai
噎,tsu
栓,tshng
搅,la
瘾,gian
维,i
啧,tsap
讪,suan
纶,lun
煞,sannh
笠,leh
昨,tsa
蛲,ngiauh
崖,gai
圣,siann
芫,ian
伴,phuann
噗,phok
圆,uan
稠,ko
高,ko
囵,lun
揍,tsing
魩,but
茏,ling
臼,khu
棍,kun
塑,sok
靖,tsing
逆,gik
输,su
伤,siunn
传,su
翁,ang
跛,puat
茵,in
淹,im
懔,lun
君,kun
薸,phio
公,hiong
审,sim
插,tshah
郭,kok
偏,phian
偏,phinn
喜,hi
咪,bi
庸,iong
撚,lian
室,sik
跟,ka
畚,pun
栳,lo
尹,un
萨,sat
愈,lu
袜,bueh
埃,ai
唱,tshiang
笒,gim
翱,ko
腯,thun
违,ui
葩,pha
浅,tshian
天,thian
天,thinn
旅,li
佐,tso
闸,tsah
狗,koo
涵,ham
槔,oo
燕,inn
礼,le
骱,kai
秫,tsut
晴,tsing
该,kai
虐,liok
科,kho
拽,tshua
畦,khu
拔,pueh
溪,khe
窎,tiau
翕,hip
招,tsio
名,mia
缉,tsip
紫,tsi
批,phue
启,khe
惮,tan
秀,lau
粤,uat
叠,thiap
暴,pok
鸱,lai
子,tsu
辘,lak
门,bun
筛,pua
寐,bi
傍,pong
馆,kuan
筝,tsing
扰,liau
工,jit
睬,tshai
逮,tsang
胃,too
恢,he
吧,hoonn
宁,ling
残,tshan
束,sok
蹭,sngh
妓,ki
确,khak
方,hng
踹,lam
纱,se
连,lian
灸,ku
锅,khann
绷,penn
啯,kok
疸,than
辅,phoo
孤,koo
瞻,tsiam
尊,tsun
羓,pa
立,khia
香,phang
饺,kiau
哄,ka
然,lian
楷,khai
晋,tsin
估,tsang
吼,khau
焙,pe
塞,tsinn
栅,sa
徘,pai
弱,lioh
砌,kih
凋,tiau
蔼,ai
颏,huai
都,to
挽,ban
俩,liong
捣,tau
窸,si
行,kiann
渔,gu
坜,lik
柿,khi
伶,ling
滩,thuann
趴,ta
络,le
莎,so
甭,mai
啾,tshiunn
雁,gan
晶,tsenn
梵,huan
藏,bih
大,tai
大,ta
大,tua
橹,loo
鹃,kuan
坤,khun
森,sim
谢,tsia
告,ko
婴,enn
迎,ging
那,he
朽,hiu
租,se
干,kan
倒,to
竹,tik
澳,u
哼,hngh
绳,soh
墙,piah
磴,gim
阶,gim
亍,tu
旷,khong
解,kai
缆,lam
狠,hiong
织,kenn
啄,thoo
取,theh
姊,tse
鹌,ian
猾,kut
上,tsiunn
又,iu
川,tshng
贼,tsat
鲛,kau
纯,sun
赈,tsin
瓦,ua
床,tshng
近,kin
但,na
痞,phi
艾,hiann
明,bing
跨,hann
韧,jun
怪,kue
潜,tsiam
汉,han
初,tshue
袍,phau
峦,luan
阆,long
蹉,tsho
蜘,ti
缝,phang
工,khang
攻,kong
瞌,ka
呔,thai
旺,iam
使,sai
咖,ka
秀,siu
响,hiang
默,bik
塌,thap
鲍,pau
剪,tsian
障,tsiong
裂,lih
笃,tok
请,tshiann
请,tshing
械,hai
缺,khueh
拦,tsah
孙,sun
贴,tah
愁,tshiu
激,kik
事,su
事,tai
妈,nia
婉,uan
庭,ting
有,iu
蒲,poo
技,ki
刜,phut
奇,ki
昌,tshiunn
籽,tsi
获,hik
宙,tiu
蚊,bun
走,tsoo
语,gu
邹,tsau
墟,hi
彷,hong
锄,thuann
谱,phoo
绞,kau
向,hiann
贰,li
滋,tsu
寞,bok
齿,khi
已,i
铺,tshu
粪,pun
喷,tshing
毅,ge
现,hian
担,tann
筑,tiok
拾,sip
煠,sah
垣,uan
宿,siu
歪,uai
醮,tsiau
辉,hui
轴,tik
簧,hong
癞,thai
葫,hoo
粒,liap
辐,hok
部,pho
食,sit
食,tsiah
巾,kin
盆,khann
总,tsuan
守,tsiu
鑢,le
麦,beh
𣸣,phun
展,thi
间,kan
蜈,goo
赦,se
肥,pui
爽,thiong
趟,tsua
呃,eh
敷,buah
碇,ting
据,ku
纳,kiau
思,si
厝,tshu
址,tsi
戳,tsan
说,sueh
场,tiunn
暱,lit
巡,hun
背,pue
绍,siau
箩,lo
急,kip
巷,hang
孕,in
倪,ge
二,li
二,ji
命,bing
命,mia
拒,ku
废,hue
承,sing
副,hu
崔,tshui
惹,jia
乌,oo
菲,hui
涵,am
荚,tsi
唾,tho
椤,lut
雺,bong
跚,san
孥,loo
恕,su
掴,phiak
错,tshok
佃,tian
煌,hong
栏,nua
屠,too
谭,tann
迫,pik
妮,ni
火,he
功,kang
懿,i
痀,ku
臭,tshau
遁,tun
冢,thiong
曹,tso
毬,kiu
疯,hong
笨,penn
饿,go
词,su
涨,tiunn
累,lan
霹,phik
榫,sng
劳,lo
骂,ma
今,kin
智,ti
枫,hong
漫,ban
趁,than
楦,hun
培,pue
水,tsui
渔,hu
博,phok
颤,tsun
击,kik
鹚,tsi
柢,ti
掌,tsiong
惝,siang
熏,kik
北,pak
勋,hun
罔,bong
楠,lam
册,tsu
允,in
凉,liong
踔,tshik
鸽,kap
孽,giat
结,kat
而,ji
君,long
并,ping
掀,hian
角,kak
奏,tsau
茶,te
遍,pian
箝,ngeh
死,si
糊,hoo
壳,khak
鞅,iong
庙,bio
漏,lau
佛,put
罪,tsue
抹,buah
鱙,liau
车,tshia
亦,ia
簿,phoo
鵻,tsui
麻,ba
擢,tioh
黛,tai
华,hua
拿,sa
兄,hing
幼,iu
普,phoo
瑛,ing
缠,liau
干,tshong
壳,khok
享,hiong
毅,gi
狱,gak
轨,kui
识,sik
鈂,thim
璃,le
较,khah
咯,koh
狡,kau
柩,khu
祉,tsi
羌,kiong
暧,ai
告,poo
爽,song
倥,khong
铡,tsah
铫,tio
枢,tshu
肓,bong
茉,buah
搏,phok
悄,tshiau
寂,siok
谦,khiam
妇,pu
胭,ian
钗,tshai
萄,to
虐,gioh
硕,sik
踮,neh
卖,bue
溯,soo
牛,giu
暱,lik
搓,lian
烊,iunn
诬,bu
吊,tiau
空,khang
铊,thui
鲤,li
腥,hian
爵,tsiok
妨,hong
精,tsinn
唔,hm
见,kian
见,kinn
适,sik
蛛,tu
扯,tshuah
暮,boo
霉,phu
霜,sng
霜,song
径,kinn
短,tuan
骚,so
丑,thiu
霞,ha
左,tso
颉,khiat
感,kam
撒,ia
忧,iu
人,lang
定,ting
松,loh
呸,phui
哥,ko
珑,long
镭,lui
丈,tng
躇,thu
曳,giu
进,jip
蝴,oo
涩,siap
杯,pue
前,tsing
鲜,sian
叡,jue
葭,ka
邀,iau
粗,tshoo
扮,pan
烛,tsiok
斗,too
矜,king
勒,leh
明,bin
舵,tai
氧,iong
稿,ko
琪,ki
渐,tsiam
企,khi
伸,tshun
括,kuah
痘,tau
菝,pat
蝹,un
爻,ngau
粒,liu
注,tsu
范,huan
拦,lan
堆,tu
羹,kenn
忙,bang
岚,lam
搁,pang
揉,je
直,tit
镁,bi
中,tiong
官,kuann
伞,san
仆,pok
凊,tshin
染,too
班,pan
璇,suan
锭,tiann
陋,loo
掷,tan
力,lik
爹,tia
完,suah
壕,ho
恐,khiong
争,tsenn
犀,sai
镀,an
音,im
暴,po
蚝,o
普,puh
鲨,sua
膋,la
牠,i
状,tsong
蟟,la
挨,ue
仝,siang
支,tsi
祭,tse
洽,kap
毂,kauh
澜,nua
稚,ti
分,pun
真,tsin
网,bang
停,thing
却,khiok
游,iu
守,siu
切,sat
按,jih
篱,lue
胸,hiong
捉,tsang
浴,ik
箸,ti
倩,tshiann
碖,lun
嚎,au
瞥,lio
摸,boo
谈,kang
婶,tsim
彭,phing
懵,bang
订,ting
摀,om
外,gua
国,kok
散,san
嫦,siong
斡,uat
云,hun
津,tin
邓,ting
我,gun
横,huainn
孟,bing
瓤,nng
欱,hap
抗,khong
渌,lik
诡,khui
澄,ting
谬,biu
身,sian
俏,tshiau
锚,ba
脯,hu
肃,siok
政,tsing
瞭,lio
整,it
颚,kok
恨,hun
陡,kia
宰,tsainn
击,lui
嘛,ma
念,liam
抽,liu
尝,tam
扂,tiam
斌,pin
券,kuan
今,kim
橂,ting
缨,ing
仲,tiong
涛,to
祂,i
么,mah
趴,phak
势,si
抨,phinn
阮,gun
籍,tsik
舷,kinn
掰,pan
捐,tue
𰬸,sui
务,bu
微,bui
杓,khat
嵩,siong
古,koo
晕,ng
邻,lin
垢,tai
跌,tiat
缠,tian
饫,i
询,sun
课,kho
秞,tiu
拿,liah
束,tsang
花,hua
忌,ki
搰,kut
目,bak
唇,tun
否,phi
筋,kun
凹,au
栽,tsai
樟,tsiunn
灰,hu
裾,ki
截,tsiat
狐,hoo
刺,tshi
刺,tshiah
架,ka
祚,tsa
吵,tsha
跳,tio
协,hiap
啡,pi
裙,ki
坛,tuann
评,phing
组,tsoo
挲,so
凊,tshing
兼,kiam
跟,kap
梁,liong
业,tsit
吵,luan
太,thai
翅,tshi
能,ling
物,but
丧,song
娟,kuan
俄,go
抚,buah
慨,khai
袭,sip
先,sian
量,liong
阖,khah
壮,tsang
灿,tshan
约,iok
短,te
爪,jiau
玩,sng
囚,siu
士,su
呆,tai
给,hoo
俳,pai
丘,khu
觉,kak
患,huan
齐,tse
妈,mah
鉎,sinn
烧,sio
饵,ji
够,kau
旅,lu
逗,kang
壹,tsit
欲,bueh
柔,liu
皮,phue
噎,eh
庙,si
折,au
赏,siong
册,tsheh
惊,kiann
笑,tshiau
竟,king
司,si
循,sun
耄,moo
家,ka
怏,ng
玛,ma
王,ong
儿,li
果,ke
睦,bok
瓶,pan
芮,jue
京,kiann
卫,ue
涨,gia
肨,hang
坎,kham
又,koh
玫,mui
唬,tainn
缚,khun
柄,ping
股,khau
阙,khuat
粘,kiap
扰,jiau
啥,siann
丈,tiunn
供,king
视,kian
抠,khang
仿,hong
摒,piann
辄,tiap
岂,khi
雾,boo
捞,ping
栱,kong
睁,tenn
窝,khut
昨,tsoh
楬,at
臣,sin
哼,hainn
李,li
赢,iann
椒,tsiau
捐,kuan
捱,ai
口,khau
丛,tsang
司,su
支,ki
耶,ia
挟,giap
妗,kim
描,ni
僵,khiong
柄,pinn
诉,soo
麒,ki
柱,thiau
虫,thiong
茯,hok
属,siunn
哨,sau
蒜,suan
扔,tan
千,tshian
千,tshing
两,nng
覆,hok
种,tsing
垂,lue
麻,mua
湮,ian
搂,mooh
舷,hian
洋,iong
基,ke
挹,iap
猊,li
剧,kiok
初,tshe
沙,sa
火,hue
稗,phe
剖,phoo
榨,tsa
捧,phong
羯,kiat
溜,liu
懦,noo
脸,bin
鎗,tshing
群,kun
很,tsiok
续,siok
诈,tse
擒,khim
待,thai
钳,khinn
通,thau
玮,ui
巨,ki
尿,pian
捂,oonn
寅,in
七,tshit
塘,tong
吏,li
了,liau
噤,khiunn
曾,bat
巢,tsau
石,siah
尖,tsiam
广,kong
踱,thoh
沸,kun
炼,lian
先,sing
植,tit
各,kok
蒙,bong
